@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 50\nSize of the tree: 99\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 44\nSize of the tree: 87\n','Number of leaves: 45\nSize of the tree: 89\n','Number of leaves: 48\nSize of the tree: 95\n','Number of leaves: 51\nSize of the tree: 101\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 55\nSize of the tree: 109\n','Number of leaves: 49\nSize of the tree: 97\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 46\nSize of the tree: 91\n','Number of leaves: 42\nSize of the tree: 83\n','Number of leaves: 52\nSize of the tree: 103\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 27\nSize of the tree: 53\n','Number of leaves: 17\nSize of the tree: 33\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

car_v3-weka.filters.unsupervised.attribute.Remove-R1,2,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1383,345,304,41,0,88.115942,11.884058,0,0.746564,0.06033,0.243414,26.357162,72.062326,415.901949,428.897484,-12.995535,1.205513,1.243181,-0.037668,293.672582,0.851225,70.611014,0.938017,227,0.058252,6,0.941748,97,0.061983,15,0.974249,0.938017,0.955789,0.859816,0.939882,0.95734,0.881159,0.062542,0.937458,0.118841,0.889223,0.881159,0.884364,0.799267,0.909309,0.839278,0.745972,0.881159,0.001,0.021,0,0.015625,0,15.625,120688,118995,30765,88.115942,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,3,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,299,47,0,86.416185,13.583815,0,0.717492,0.068805,0.26024,30.014236,76.888096,418.068304,491.460147,-73.391843,1.20829,1.420405,-0.212115,282.389175,0.816154,67.546181,0.913223,221,0.048077,5,0.951923,99,0.086777,21,0.977876,0.913223,0.944444,0.83343,0.932573,0.953713,0.864162,0.060577,0.939423,0.135838,0.877732,0.864162,0.868722,0.771106,0.901793,0.826704,0.724124,0.864162,0.001,0.018,0,0.015625,0,15.625,120603,118910,30850,86.416185,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,3,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,297,49,0,85.83815,14.16185,0,0.693861,0.071687,0.265719,31.271348,78.506933,418.068304,512.327318,-94.259013,1.20829,1.480715,-0.272425,277.865095,0.803078,66.464043,0.938017,227,0.125,13,0.875,91,0.061983,15,0.945833,0.938017,0.941909,0.808659,0.906508,0.93056,0.858382,0.108709,0.891291,0.141618,0.859323,0.858382,0.858498,0.744001,0.874836,0.804251,0.719451,0.858382,0.001,0.018,0,0.015625,0,15.625,120603,118910,30850,85.83815,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,3,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,303,43,0,87.572254,12.427746,0,0.732569,0.063042,0.24892,27.500011,73.543597,418.068304,449.725805,-31.657501,1.20829,1.299786,-0.091496,301.300999,0.870812,72.069802,0.942149,228,0.115385,12,0.884615,92,0.057851,14,0.95,0.942149,0.946058,0.822332,0.913382,0.935504,0.875723,0.097829,0.902171,0.124277,0.878761,0.875723,0.876281,0.771697,0.888947,0.824216,0.77512,0.875723,0.001,0.018,0,0.015625,0,15.625,120603,118910,30850,87.572254,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,3,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1383,345,297,48,0,86.086957,13.913043,0,0.696842,0.070446,0.263375,30.803076,78.061557,413.465974,501.939881,-88.473907,1.198452,1.454898,-0.256446,273.835633,0.793726,66.229303,0.933884,226,0.126214,13,0.873786,90,0.066116,16,0.945607,0.933884,0.939709,0.801141,0.903835,0.929464,0.86087,0.111207,0.888793,0.13913,0.863045,0.86087,0.861644,0.743424,0.874832,0.805227,0.721478,0.86087,0.001,0.019,0,0.015625,0,15.625,120688,118995,30765,86.086957,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,3,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1383,345,293,52,0,84.927536,15.072464,0,0.678201,0.076226,0.274129,33.301835,81.155285,415.901949,543.678394,-127.776445,1.205513,1.575879,-0.370367,262.469456,0.760781,63.108494,0.921488,223,0.097087,10,0.902913,93,0.078512,19,0.957082,0.921488,0.938947,0.805708,0.9122,0.937011,0.849275,0.09481,0.90519,0.150725,0.858894,0.849275,0.852782,0.737053,0.877233,0.799788,0.689997,0.849275,0,0.019,0,0.015625,0,15.625,120688,118995,30765,84.927536,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,4,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,299,47,0,86.416185,13.583815,0,0.700096,0.068805,0.26024,30.014236,76.888096,418.068304,491.460147,-73.391843,1.20829,1.420405,-0.212115,279.120194,0.806706,66.764256,0.958678,232,0.144231,15,0.855769,89,0.041322,10,0.939271,0.958678,0.948875,0.826268,0.907223,0.92936,0.864162,0.118127,0.881873,0.135838,0.862334,0.864162,0.862569,0.757185,0.873017,0.801172,0.707097,0.864162,0.001,0.025,0,0.03125,0,31.25,120603,118910,30850,86.416185,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,4,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,294,52,0,84.971098,15.028902,0,0.685212,0.07601,0.273732,33.157016,80.874455,418.068304,543.628074,-125.55977,1.20829,1.571179,-0.36289,271.827715,0.785629,65.019929,0.913223,221,0.086538,9,0.913462,95,0.086777,21,0.96087,0.913223,0.936441,0.802918,0.913342,0.938182,0.849711,0.086171,0.913829,0.150289,0.86148,0.849711,0.854507,0.738851,0.88177,0.805068,0.710665,0.849711,0.001,0.026,0,0.03125,0,31.25,120603,118910,30850,84.971098,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,4,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,297,49,0,85.83815,14.16185,0,0.697881,0.071687,0.265719,31.271348,78.506933,418.068304,512.327318,-94.259013,1.20829,1.480715,-0.272425,271.810297,0.785579,65.015763,0.929752,225,0.086538,9,0.913462,95,0.070248,17,0.961538,0.929752,0.945378,0.826314,0.921607,0.943125,0.858382,0.085814,0.914186,0.141618,0.863461,0.858382,0.859884,0.755276,0.886284,0.808909,0.689763,0.858382,0,0.019,0,0.015625,0,15.625,120603,118910,30850,85.83815,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,4,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1383,345,297,48,0,86.086957,13.913043,0,0.702308,0.070446,0.263375,30.7765,77.971544,415.901949,501.939881,-86.037932,1.205513,1.454898,-0.249385,279.921221,0.811366,67.304619,0.913223,221,0.116505,12,0.883495,91,0.086777,21,0.948498,0.913223,0.930526,0.778653,0.898359,0.92706,0.86087,0.107007,0.892993,0.13913,0.868222,0.86087,0.86314,0.73656,0.876931,0.813515,0.760999,0.86087,0,0.021,0,0.03125,0,31.25,120688,118995,30765,86.086957,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,4,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1383,345,305,40,0,88.405797,11.594203,0,0.748547,0.058885,0.240428,25.748043,71.260287,413.465974,418.462856,-4.996881,1.198452,1.212936,-0.014484,299.910293,0.869305,72.535665,0.946281,229,0.097087,10,0.902913,93,0.053719,13,0.958159,0.946281,0.952183,0.842328,0.924597,0.944369,0.884058,0.085893,0.914107,0.115942,0.8872,0.884058,0.88546,0.790859,0.899083,0.837716,0.770333,0.884058,0,0.027,0,0.03125,0,31.25,120688,118995,30765,88.405797,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,5,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,295,51,0,85.260116,14.739884,0,0.68555,0.074569,0.271087,32.52846,80.093057,418.068304,533.194488,-115.126184,1.20829,1.541025,-0.332735,267.320298,0.772602,63.941776,0.921488,223,0.105769,11,0.894231,93,0.078512,19,0.952991,0.921488,0.936975,0.79937,0.907859,0.933083,0.852601,0.099264,0.900736,0.147399,0.857483,0.852601,0.854007,0.736431,0.876668,0.801885,0.687662,0.852601,0.001,0.018,0,0.015625,0,15.625,120603,118910,30850,85.260116,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,5,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,310,36,0,89.595376,10.404624,0,0.779473,0.052955,0.22776,23.100119,67.291926,418.068304,376.690707,41.377597,1.20829,1.088701,0.119588,315.785801,0.912676,75.534499,0.958678,232,0.038462,4,0.961538,100,0.041322,10,0.983051,0.958678,0.970711,0.90607,0.960108,0.971331,0.895954,0.042033,0.957967,0.104046,0.905549,0.895954,0.899228,0.838742,0.92696,0.857002,0.76259,0.895954,0.001,0.018,0,0.03125,0,31.25,120603,118910,30850,89.595376,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,5,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,304,42,0,87.861272,12.138728,0,0.740147,0.061601,0.246008,26.871455,72.68343,418.068304,439.292219,-21.223915,1.20829,1.269631,-0.061341,293.821316,0.849195,70.280696,0.929752,225,0.086538,9,0.913462,95,0.070248,17,0.961538,0.929752,0.945378,0.826314,0.921607,0.943125,0.878613,0.083586,0.916414,0.121387,0.885311,0.878613,0.880553,0.77954,0.897513,0.83334,0.76604,0.878613,0.001,0.018,0,0.015625,0,15.625,120603,118910,30850,87.861272,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,5,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1383,345,293,52,0,84.927536,15.072464,0,0.68072,0.076226,0.274129,33.301835,81.155285,415.901949,543.678394,-127.776445,1.205513,1.575879,-0.370367,260.820168,0.756,62.711937,0.917355,222,0.07767,8,0.92233,95,0.082645,20,0.965217,0.917355,0.940678,0.815136,0.919843,0.943418,0.849275,0.082818,0.917182,0.150725,0.858239,0.849275,0.852019,0.741799,0.883229,0.804954,0.672041,0.849275,0,0.018,0,0.015625,0,15.625,120688,118995,30765,84.927536,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,5,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1383,345,306,39,0,88.695652,11.304348,0,0.757231,0.05744,0.237403,25.116164,70.363919,413.465974,408.028227,5.437747,1.198452,1.182691,0.015762,294.280325,0.852986,71.174013,0.938017,227,0.058252,6,0.941748,97,0.061983,15,0.974249,0.938017,0.955789,0.859816,0.939882,0.95734,0.886957,0.063308,0.936692,0.113043,0.894134,0.886957,0.88726,0.804295,0.911824,0.842729,0.734136,0.886957,0,0.018,0,0.015625,0,15.625,120688,118995,30765,88.695652,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,6,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,301,45,0,86.99422,13.00578,0,0.718267,0.065923,0.254642,28.757124,75.234433,418.068304,470.592976,-52.524672,1.20829,1.360095,-0.151805,283.720458,0.820001,67.864618,0.933884,226,0.115385,12,0.884615,92,0.066116,16,0.94958,0.933884,0.941667,0.809921,0.90925,0.93304,0.869942,0.103038,0.896962,0.130058,0.872556,0.869942,0.870433,0.759314,0.883452,0.816164,0.737515,0.869942,0.001,0.017,0,0.015625,0,15.625,120603,118910,30850,86.99422,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,6,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,301,45,0,86.99422,13.00578,0,0.720647,0.065923,0.254642,28.757124,75.234433,418.068304,470.592976,-52.524672,1.20829,1.360095,-0.151805,291.931619,0.843733,69.82869,0.942149,228,0.105769,11,0.894231,93,0.057851,14,0.953975,0.942149,0.948025,0.82973,0.91819,0.939249,0.869942,0.092872,0.907128,0.130058,0.873858,0.869942,0.871071,0.769104,0.888535,0.817914,0.745095,0.869942,0,0.018,0,0.03125,0,31.25,120603,118910,30850,86.99422,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,6,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,301,45,0,86.99422,13.00578,0,0.727592,0.065923,0.254642,28.757124,75.234433,418.068304,470.592976,-52.524672,1.20829,1.360095,-0.151805,300.819702,0.869421,71.954678,0.909091,220,0.096154,10,0.903846,94,0.090909,22,0.956522,0.909091,0.932203,0.789566,0.906469,0.933149,0.869942,0.089823,0.910177,0.130058,0.87838,0.869942,0.872813,0.754028,0.89006,0.829097,0.802256,0.869942,0.001,0.018,0,0.015625,0,15.625,120603,118910,30850,86.99422,25,?,?,?,?
